Filename,Label,Comment
DE0007236101_20221117T075635_20221117T082635.csv.gz,0.0,
DE000A1EWWW0_20221014T092019_20221014T095019.csv.gz,0.0,
DE0005810055_20200313T083437_20200313T090437.csv.gz,0.0,
DE000ZAL1111_20220224T155300_20220224T162300.csv.gz,1.0,continous trend
DE0005810055_20220311T111133_20220311T114133.csv.gz,0.0,interrupted trend
DE000A0D9PT0_20211118T120248_20211118T123248.csv.gz,0.0,
DE000A1EWWW0_20220802T101709_20220802T104709.csv.gz,0.0,
DE0006062144_20200310T095832_20200310T102832.csv.gz,0.0,spike.
DE0007037129_20210113T092334_20210113T095334.csv.gz,1.0,continous trend
DE0006047004_20200312T132426_20200312T135426.csv.gz,,
DE000A1EWWW0_20200219T080447_20200219T083447.csv.gz,0.0,
DE0005439004_20221117T103309_20221117T110309.csv.gz,1.0,
DE0007664039_20211021T125629_20211021T132629.csv.gz,0.0,
DE0005810055_20200313T144300_20200313T151300.csv.gz,0.0,
DE000A1EWWW0_20200313T080429_20200313T083429.csv.gz,0.0,
DE0006062144_20221025T083420_20221025T090420.csv.gz,0.0,
DE0005140008_20210204T075811_20210204T082811.csv.gz,1.0,
DE0006062144_20200309T082019_20200309T085019.csv.gz,,
NL0012169213_20220104T091955_20220104T094955.csv.gz,0.0,
DE0006599905_20200312T132351_20200312T135351.csv.gz,0.0,
DE0008404005_20200319T151028_20200319T154028.csv.gz,0.0,
DE000ZAL1111_20220722T082412_20220722T085412.csv.gz,1.0,
DE0007100000_20221116T112747_20221116T115747.csv.gz,0.0,
DE0008404005_20200730T083014_20200730T090014.csv.gz,1.0,
DE0005785604_20200313T143638_20200313T150638.csv.gz,1.0,
DE000A1EWWW0_20220826T142342_20220826T145342.csv.gz,0.0,
DE000A0D9PT0_20201022T081414_20201022T084414.csv.gz,0.0,
DE0007165631_20221019T082505_20221019T085505.csv.gz,0.0,
DE0008430026_20220311T111124_20220311T114124.csv.gz,1.0,
DE0006062144_20200312T142145_20200312T145145.csv.gz,0.0,
DE0007165631_20220913T134652_20220913T141652.csv.gz,0.0,
DE0007100000_20220905T145630_20220905T152630.csv.gz,0.0,
DE0006062144_20190606T093102_20190606T100102.csv.gz,1.0,
DE0006062144_20221003T085557_20221003T092557.csv.gz,1.0,
DE0007037129_20220315T085645_20220315T092645.csv.gz,0.0,
DE000ENAG999_20221019T083746_20221019T090746.csv.gz,0.0,
DE0007164600_20200903T144954_20200903T151954.csv.gz,1.0,
DE0005140008_20200302T155955_20200302T162955.csv.gz,0.0,
DE000A0D9PT0_20200505T093340_20200505T100340.csv.gz,0.0,
DE000BASF111_20220228T083854_20220228T090854.csv.gz,0.0,
DE000A0D9PT0_20210719T072046_20210719T075046.csv.gz,0.0,
NL0000235190_20200326T141726_20200326T144726.csv.gz,0.0,
DE000SYM9999_20200319T152812_20200319T155812.csv.gz,0.0,
DE000A1EWWW0_20190808T132057_20190808T135057.csv.gz,1.0,
DE0006231004_20200316T110903_20200316T113903.csv.gz,1.0,
NL0000235190_20200325T142236_20200325T145236.csv.gz,0.0,
DE0008402215_20200317T084210_20200317T091210.csv.gz,0.0,
DE0007664039_20200310T133711_20200310T140711.csv.gz,0.0,
NL0000235190_20200312T132743_20200312T135743.csv.gz,0.0,
DE0007100000_20220919T145146_20220919T152146.csv.gz,0.0,
DE0005439004_20220316T103727_20220316T110727.csv.gz,0.0,
DE0008430026_20200323T130820_20200323T133820.csv.gz,0.0,
DE0005439004_20200305T081622_20200305T084622.csv.gz,0.0,
DE0007037129_20191114T080447_20191114T083447.csv.gz,1.0,
DE0005140008_20190815T124206_20190815T131206.csv.gz,0.0,
DE0007165631_20221013T150707_20221013T153707.csv.gz,1.0,
DE000BAY0017_20220830T143335_20220830T150335.csv.gz,0.0,
DE0005439004_20200313T095454_20200313T102454.csv.gz,1.0,
DE000SHL1006_20200318T134342_20200318T141342.csv.gz,0.0,
DE000CBK1001_20210512T065242_20210512T072242.csv.gz,0.0,
DE0006062144_20220721T082325_20220721T085325.csv.gz,0.0,
NL0000235190_20220301T152619_20220301T155619.csv.gz,1.0,
DE0007236101_20220311T111135_20220311T114135.csv.gz,0.0,
DE000ZAL1111_20220624T122558_20220624T125558.csv.gz,1.0,
DE000A0D9PT0_20200319T083018_20200319T090018.csv.gz,0.0,
DE0005557508_20200320T145614_20200320T152614.csv.gz,0.0,
