Filename,Label,Comment
DE0007164600_1584959939548614984.csv.gz,0,
DE000BASF111_1604924039067069041.csv.gz,0,
DE0007165631_1641802546240161925.csv.gz,1,
DE0007165631_1648560397332245002.csv.gz,0,
DE000ZAL1111_1659608265833718977.csv.gz,0,
DE0005557508_1584457178607707399.csv.gz,0,
DE000A1EWWW0_1568110619867049007.csv.gz,1,
DE0006231004_1583829353525095823.csv.gz,1,slope
DE0005140008_1646305294386494678.csv.gz,0,
DE0007236101_1646727829661059941.csv.gz,0,
DE0005200000_1666774864533726424.csv.gz,1,
DE000ZAL1111_1662990967397694356.csv.gz,0,
DE0005439004_1658240187500456847.csv.gz,1,
DE0007030009_1583141316167761697.csv.gz,0,
DE0006062144_1584347349885193140.csv.gz,0,
DE0007100000_1643368966299814103.csv.gz,0,
DE0006062144_1655375702307479670.csv.gz,0,
DE0007165631_1661336674758473087.csv.gz,0,
DE0008404005_1646727218176820051.csv.gz,0,
DE0007100000_1579681044249682687.csv.gz,0,
DE0005552004_1584020364024237495.csv.gz,1,
DE000ZAL1111_1666772794739964157.csv.gz,0,
DE000ZAL1111_1667380087873772023.csv.gz,1,
DE000BASF111_1600680730576420206.csv.gz,0,
DE0006048432_1599750479806913143.csv.gz,0,
DE000A0D9PT0_1596789983506738393.csv.gz,0,
DE0005439004_1582619148724948217.csv.gz,0,
DE000A1ML7J1_1667571993535155138.csv.gz,0,
DE0007664039_1584523993961475070.csv.gz,0,difficult
DE0006231004_1655365852210469297.csv.gz,0,
DE0007037129_1584528834539024609.csv.gz,0,
DE0005557508_1584630043540527195.csv.gz,1,
NL0000235190_1646660609151461125.csv.gz,0,time frame
DE000BAY0017_1604481027816722491.csv.gz,0,
DE0007165631_1641307738694819027.csv.gz,0,
DE0005552004_1608546708671245123.csv.gz,0,
DE0006047004_1646993909465072552.csv.gz,0,
DE0006599905_1573739826651036066.csv.gz,0,
DE000A0D9PT0_1638175143131645670.csv.gz,0,
DE000PAH0038_1668154722648860423.csv.gz,0,
DE0008402215_1584634280795117792.csv.gz,0,
DE000BAY0017_1565274036064879054.csv.gz,0,
DE0005190003_1646385507343612931.csv.gz,0,
DE000A1ML7J1_1584628973831041528.csv.gz,0,
DE0005552004_1584632670523910278.csv.gz,0,
DE0008430026_1645603676880718641.csv.gz,0,
DE0005190003_1597137605547271086.csv.gz,0,
DE0006047004_1605002311863256885.csv.gz,0,
DE0007664039_1625041120593385690.csv.gz,1,
DE0006047004_1584605895421953455.csv.gz,0,
DE000PAH0038_1661936203698898904.csv.gz,1,
DE000BASF111_1667559299840088550.csv.gz,0,
DE000ZAL1111_1645201127127791844.csv.gz,0,
DE000BASF111_1646302711036196864.csv.gz,0,
DE0008404005_1585133152253940038.csv.gz,0,
DE0005140008_1643898121505911275.csv.gz,0,
DE0005190003_1596106195717779721.csv.gz,0,
DE000ZAL1111_1646409926981582317.csv.gz,0,
DE000SHL1006_1655299118415403234.csv.gz,0,
DE0006047004_1584607846619974884.csv.gz,0,
DE0005785604_1584630445026864432.csv.gz,0,
DE000ZAL1111_1658479152434548704.csv.gz,0,
DE0005785604_1651478488074721545.csv.gz,0,
DE0006231004_1665664346720571866.csv.gz,0,
DE0005785604_1584111098040140271.csv.gz,0,
DE0005140008_1565597205003111501.csv.gz,1,
DE0007664039_1584347754985966611.csv.gz,0,
DE0007037129_1573719587767515432.csv.gz,0,
DE0007037129_1575285335983164133.csv.gz,0,
DE0006231004_1570784692437120713.csv.gz,0,
DE0005140008_1646918155988393568.csv.gz,1,
DE0007100000_1644567212411728167.csv.gz,1,
DE000A1EWWW0_1667981529505979790.csv.gz,1,
DE0007664039_1622629012227609665.csv.gz,0,
DE000ZAL1111_1654782093770766879.csv.gz,0,
NL0000235190_1584547562607813382.csv.gz,0,
DE000BAY0017_1658240266000467590.csv.gz,1,
DE0006062144_1591692145300353178.csv.gz,0,
DE000A0D9PT0_1584102878193270810.csv.gz,1,
NL0000235190_1584527321313411125.csv.gz,0,
DE000A1EWWW0_1659601649898701631.csv.gz,0,
DE000ZAL1111_1665741799273271908.csv.gz,0,
DE0007664039_1591691320441480264.csv.gz,0,
DE000A0D9PT0_1646652346706115197.csv.gz,0,
DE0007165631_1555571844921394327.csv.gz,0,
DE0007164600_1580210670296850338.csv.gz,1,
DE0007236101_1657276554170672804.csv.gz,1,
DE0007164600_1583837344947140952.csv.gz,0,
DE0007236101_1628147884337013064.csv.gz,1,
DE000A0D9PT0_1582645861548765818.csv.gz,0,
DE0005140008_1646900046374794851.csv.gz,1,
DE0005190003_1584520221200057654.csv.gz,1,
DE0005439004_1660730824054447708.csv.gz,0,
DE0007165631_1644329700987660674.csv.gz,0,
DE0007030009_1564643755712317795.csv.gz,0,
DE000A0D9PT0_1625821921209784057.csv.gz,0,
DE0005190003_1584692048557219401.csv.gz,1,
DE0005439004_1555487185452410842.csv.gz,0,
DE0005140008_1643020941562380602.csv.gz,0,
DE0005785604_1646663582664728474.csv.gz,0,
DE0005190003_1584442710294086801.csv.gz,0,
DE000CBK1001_1659510357181587990.csv.gz,0,
DE0007664039_1584606112056887955.csv.gz,0,
DE0007165631_1646986621543882472.csv.gz,0,
DE000A1ML7J1_1668589105349877319.csv.gz,0,
DE000ZAL1111_1663661269291729631.csv.gz,0,
DE0007100000_1584372107355068926.csv.gz,0,
DE0007236101_1584606607704452615.csv.gz,0,
DE0005439004_1645006715596473028.csv.gz,0,
DE000SYM9999_1584545267336313838.csv.gz,1,
DE0005190003_1620893656084100620.csv.gz,0,
DE000CBK1001_1590571314295083674.csv.gz,0,
DE0005439004_1565774124638336236.csv.gz,1,
DE000ZAL1111_1651758027977954547.csv.gz,0,
DE0007100000_1590568609224313691.csv.gz,0,
DE000ZAL1111_1651043743296608749.csv.gz,0,
DE0008430026_1584966065249184048.csv.gz,0,
DE000ZAL1111_1666275186579702632.csv.gz,1,
DE0005552004_1584099662671716226.csv.gz,1,
DE000A1EWWW0_1665674036927326475.csv.gz,0,
DE0006047004_1585553638105449629.csv.gz,0,
DE0006599905_1651137481070133450.csv.gz,0,
DE0005552004_1584605580179726759.csv.gz,1,
DE0007165631_1663582730589413980.csv.gz,0,
DE000ZAL1111_1659683468892110855.csv.gz,0,
DE000CBK1001_1583143577278985522.csv.gz,0,
DE000A1ML7J1_1637925123736445434.csv.gz,0,
DE0007236101_1646391902638034708.csv.gz,0,
DE0007100000_1586935859237138446.csv.gz,1,
DE0005439004_1636447650641457769.csv.gz,0,
DE0007236101_1584457473952268007.csv.gz,0,
DE000A1ML7J1_1652083399419768608.csv.gz,0,
DE000A0D9PT0_1666855803300225644.csv.gz,0,
DE0006047004_1646727559033453616.csv.gz,0,
DE000A0D9PT0_1589790595885959496.csv.gz,0,
DE0008404005_1584461025508570105.csv.gz,1,
DE0005140008_1565704119594976225.csv.gz,0,
DE000PAH0038_1661513963468163105.csv.gz,0,
DE0006047004_1614081054021582150.csv.gz,0,
DE000ENAG999_1583853688759180470.csv.gz,1,
DE0007165631_1668087069694489092.csv.gz,0,
DE0007100000_1604314320561326214.csv.gz,0,
DE0007664039_1646906891382629062.csv.gz,0,
DE0005557508_1605172858434780036.csv.gz,0,
DE0005190003_1657275897652958033.csv.gz,1,
DE0005140008_1615198172561997691.csv.gz,0,
DE0005552004_1665674436864202548.csv.gz,0,
DE0007664039_1584349598932548672.csv.gz,0,
DE0006062144_1565864156436998957.csv.gz,0,
DE000A1ML7J1_1638199426504485625.csv.gz,1,
DE000A1EWWW0_1605085003069406475.csv.gz,1,
DE0006062144_1579681617321434834.csv.gz,0,
