Filename,Label,Comment
DE000ZAL1111_20220704T071133_20220704T074133.csv.gz,1,shift
DE0007164600_20200226T085311_20200226T092311.csv.gz,0,
DE0008404005_20200324T142916_20200324T145916.csv.gz,0,
DE0006231004_20210506T091914_20210506T094914.csv.gz,0,
DE0005439004_20220209T092327_20220209T095327.csv.gz,1,
DE000ZAL1111_20220817T083457_20220817T090457.csv.gz,0,
DE0007165631_20221003T094919_20221003T101919.csv.gz,0,
DE0007165631_20220301T080939_20220301T083939.csv.gz,0,depends on slope
DE0006062144_20220502T074453_20220502T081453.csv.gz,0,
DE000ZAL1111_20211126T153645_20211126T160645.csv.gz,0,
DE000CBK1001_20220311T145001_20220311T152001.csv.gz,0,
DE000CBK1001_20190515T071025_20190515T074025.csv.gz,0,
DE0007037129_20220308T080451_20220308T083451.csv.gz,0,positive trend but large vola shift
DE0005785604_20220629T094904_20220629T101904.csv.gz,0,
DE000ZAL1111_20220616T142453_20220616T145453.csv.gz,1,
NL0000235190_20211004T144857_20211004T151857.csv.gz,0,
DE0006231004_20200302T092350_20200302T095350.csv.gz,0,
DE0006231004_20201209T084147_20201209T091147.csv.gz,1,
DE0005190003_20200317T093004_20200317T100004.csv.gz,0,
DE0006231004_20201028T150420_20201028T153420.csv.gz,1,
DE0007037129_20200323T131446_20200323T134446.csv.gz,0,
DE0007664039_20220302T082644_20220302T085644.csv.gz,1,
DE0006231004_20200128T101147_20200128T104147.csv.gz,1,depends on time frame
DE0006231004_20200221T152525_20200221T155525.csv.gz,1,
DE0005140008_20200325T091540_20200325T094540.csv.gz,1,depends on slope
DE0005140008_20191113T084430_20191113T091430.csv.gz,0,
DE0007030009_20220511T080122_20220511T083122.csv.gz,0,
DE0007164600_20200303T080157_20200303T083157.csv.gz,1,depends on slope
DE000CBK1001_20200302T095117_20200302T102117.csv.gz,0,contin. trend but large vola spike
DE0005140008_20190708T132031_20190708T135031.csv.gz,0,
NL0000235190_20200316T133929_20200316T140929.csv.gz,1,depends on slope
DE0006231004_20200313T110237_20200313T113237.csv.gz,0,
DE0006047004_20201104T090334_20201104T093334.csv.gz,0,
DE0006062144_20210129T094042_20210129T101042.csv.gz,0,
DE000BASF111_20220311T111110_20220311T114110.csv.gz,1,
DE0007236101_20220719T140216_20220719T143216.csv.gz,1,
DE0005810055_20220314T101552_20220314T104552.csv.gz,1,depends on slope
DE0005140008_20201028T141227_20201028T144227.csv.gz,0,
DE000A1EWWW0_20190626T100527_20190626T103527.csv.gz,0,
DE000SHL1006_20200319T150050_20200319T153050.csv.gz,0,
DE0006062144_20190412T093017_20190412T100017.csv.gz,1,
DE0005140008_20200402T124455_20200402T131455.csv.gz,0,difficult
DE0005439004_20221005T074719_20221005T081719.csv.gz,0,
DE0005552004_20220308T080855_20220308T083855.csv.gz,1,
DE000ZAL1111_20220413T090307_20220413T093307.csv.gz,1,depends on post vola slope
DE0005200000_20200317T143215_20200317T150215.csv.gz,0,
DE0006231004_20190815T084805_20190815T091805.csv.gz,1,
DE0005439004_20220913T124725_20220913T131725.csv.gz,1,
DE0007165631_20220113T151801_20220113T154801.csv.gz,1,
DE0007100000_20200317T091530_20200317T094530.csv.gz,0,
DE0006231004_20221013T144035_20221013T151035.csv.gz,0,
DE0007100000_20200313T151338_20200313T154338.csv.gz,1,
DE000BASF111_20190604T083149_20190604T090149.csv.gz,0,
DE0008404005_20200320T090329_20200320T093329.csv.gz,0,
DE000A1ML7J1_20200325T140615_20200325T143615.csv.gz,0,
DE000A1ML7J1_20221019T083756_20221019T090756.csv.gz,0,
DE000BASF111_20200325T095347_20200325T102347.csv.gz,0,
DE0008430026_20200228T105613_20200228T112613.csv.gz,0,
DE0006231004_20220225T103744_20220225T110744.csv.gz,1,depends on slope post vola
DE0005439004_20200911T084955_20200911T091955.csv.gz,0,
DE000PAH0038_20220307T130910_20220307T133910.csv.gz,0,
NL0000235190_20220311T110840_20220311T113840.csv.gz,0,
DE000A1EWWW0_20220915T130908_20220915T133908.csv.gz,0,
DE0007030009_20220705T102831_20220705T105831.csv.gz,0,
DE0006062144_20200317T100623_20200317T103623.csv.gz,1,
DE0007164600_20210707T100705_20210707T103705.csv.gz,0,
DE000A0D9PT0_20211130T151658_20211130T154658.csv.gz,0,
DE000CBK1001_20220923T102849_20220923T105849.csv.gz,0,
DE000ZAL1111_20221007T125302_20221007T132302.csv.gz,0,
DE000BAY0017_20220621T131543_20220621T134543.csv.gz,0,
DE000A1ML7J1_20221101T103318_20221101T110318.csv.gz,0,
NL0000235190_20220614T100633_20220614T103633.csv.gz,0,
DE0007165631_20220916T121853_20220916T124853.csv.gz,1,
DE0006062144_20210126T105412_20210126T112412.csv.gz,0,
DE000PAH0038_20220211T111227_20220211T114227.csv.gz,0,
DE000A1EWWW0_20220111T104556_20220111T111556.csv.gz,0,
DE000A0D9PT0_20220510T100012_20220510T103012.csv.gz,0,
DE000A1EWWW0_20200309T075624_20200309T082624.csv.gz,1,
NL0012169213_20210712T150026_20210712T153026.csv.gz,0,
DE0006047004_20221010T130348_20221010T133348.csv.gz,0,
DE0006047004_20220829T140527_20220829T143527.csv.gz,1,
DE0007165631_20220613T142802_20220613T145802.csv.gz,0,slope
DE0006048432_20211108T100547_20211108T103547.csv.gz,0,difficult
DE0006062144_20220830T103626_20220830T110626.csv.gz,1,
DE0005439004_20220204T094754_20220204T101754.csv.gz,0,
DE0006047004_20220307T104045_20220307T111045.csv.gz,0,
DE0008402215_20220718T082015_20220718T085015.csv.gz,0,
DE0007100000_20200313T080306_20200313T083306.csv.gz,0,
DE0007030009_20221110T082331_20221110T085331.csv.gz,0,
DE0007236101_20200319T100159_20200319T103159.csv.gz,0,
DE0006599905_20220928T102347_20220928T105347.csv.gz,0,
DE0006599905_20200318T151059_20200318T154059.csv.gz,0,
DE000A1ML7J1_20200317T083529_20200317T090529.csv.gz,1,slope
DE0006048432_20220307T152924_20220307T155924.csv.gz,0,cont. trend but large vola shift
DE0007100000_20220304T093849_20220304T100849.csv.gz,0,
DE0005785604_20200323T120656_20200323T123656.csv.gz,0,
DE0006062144_20191028T144001_20191028T151001.csv.gz,0,
DE0007037129_20200117T080255_20200117T083255.csv.gz,0,
DE0007037129_20201104T112701_20201104T115701.csv.gz,0,
DE0005439004_20220817T095204_20220817T102204.csv.gz,0,difficult
DE0007236101_20200317T144933_20200317T151933.csv.gz,0,
DE000ZAL1111_20220616T065547_20220616T072547.csv.gz,1,
DE0008404005_20201221T101727_20201221T104727.csv.gz,0,
DE000A0D9PT0_20220302T093158_20220302T100158.csv.gz,0,
DE000ENAG999_20220512T113833_20220512T120833.csv.gz,1,
DE0007165631_20220504T084954_20220504T091954.csv.gz,1,cont. trend but large vola spike
DE000CBK1001_20220308T082826_20220308T085826.csv.gz,0,
DE0007100000_20200313T105952_20200313T112952.csv.gz,0,
DE0005810055_20201109T155812_20201109T162812.csv.gz,0,slope
DE0006231004_20211110T091957_20211110T094957.csv.gz,0,
DE0006231004_20221007T150522_20221007T153522.csv.gz,0,
DE000BAY0017_20201109T113008_20201109T120008.csv.gz,0,
DE0007100000_20210203T150041_20210203T153041.csv.gz,0,
DE000BAY0017_20211126T080844_20211126T083844.csv.gz,0,
DE000PAH0038_20220519T072847_20220519T075847.csv.gz,0,
DE000PAH0038_20211213T090100_20211213T093100.csv.gz,0,slope
DE0007664039_20210318T133220_20210318T140220.csv.gz,1,
DE000A1EWWW0_20220804T081229_20220804T084229.csv.gz,0,
DE0007164600_20200730T095038_20200730T102038.csv.gz,1,
NL0000235190_20220308T075707_20220308T082707.csv.gz,0,
DE000A0D9PT0_20220509T145535_20220509T152535.csv.gz,0,
DE000A0D9PT0_20201027T084257_20201027T091257.csv.gz,0,
DE0007037129_20220303T134655_20220303T141655.csv.gz,0,difficult (spike and slope)
DE000ENAG999_20220616T092808_20220616T095808.csv.gz,0,
DE0005785604_20190522T100542_20190522T103542.csv.gz,0,
DE0005785604_20200319T090836_20200319T093836.csv.gz,1,clearly unwanted
DE000A1EWWW0_20191202T152024_20191202T155024.csv.gz,0,
DE000BASF111_20220317T095239_20220317T102239.csv.gz,0,
DE0005190003_20200313T152543_20200313T155543.csv.gz,0,
DE0007030009_20220805T150726_20220805T153726.csv.gz,0,
DE0005785604_20200313T082658_20200313T085658.csv.gz,0,
NL0000235190_20220222T102338_20220222T105338.csv.gz,0,
DE0007664039_20220707T080839_20220707T083839.csv.gz,1,clearly unwanted
DE0005140008_20190814T094713_20190814T101713.csv.gz,0,slope
DE000PAH0038_20200316T103215_20200316T110215.csv.gz,0,
DE0005552004_20221010T110006_20221010T113006.csv.gz,0,
DE0005140008_20220623T141430_20220623T144430.csv.gz,1,
